source,target,status,preserve_query_string,preserve_path_suffix
https://najieip.com/articles/20260815-sep-administrative-ruling-tactics.html,https://najieip.com/najie/blog/20260815-sep-administrative-ruling-tactics.html,301,true,false
https://najieip.com/articles/20260815-%E7%9F%A5%E4%BA%A7%E6%83%A9%E7%BD%9A%E6%80%A7%E8%B5%94%E5%81%BF%E6%96%B0%E8%A7%84%E8%A7%A3%E8%AF%BB.html,https://najieip.com/mili/blog/20260815-punitive-damages-guide.html,301,true,false
https://najieip.com/articles/20260816-embodied-ai-ip-trifecta.html,https://najieip.com/najie/blog/20260816-embodied-ai-ip-trifecta.html,301,true,false
https://najieip.com/articles/20260817-priority-review-new-rule.html,https://najieip.com/najie/blog/20260817-priority-review-new-rule.html,301,true,false
https://najieip.com/articles/20260818-layout-design-regulation-checklist.html,https://najieip.com/najie/blog/20260818-layout-design-regulation-checklist.html,301,true,false
https://najieip.com/articles/20260820-overseas-ip-insurance-checklist.html,https://najieip.com/najie/blog/20260820-overseas-ip-insurance-checklist.html,301,true,false
https://najieip.com/articles/20260820-%E6%81%92%E5%A4%A7%E6%A1%88%E5%88%91%E4%BA%8B%E5%90%88%E8%A7%84%E7%BA%A2%E7%BA%BF%E8%A7%A3%E8%AF%BB.html,https://najieip.com/mili/blog/20260820-hengda-criminal-redlines.html,301,true,false
https://najieip.com/articles/20260820-%E8%91%97%E4%BD%9C%E6%9D%83%E5%8F%B8%E6%B3%95%E8%A7%A3%E9%87%8A%E4%BF%AE%E6%94%B9%E8%A7%A3%E8%AF%BB.html,https://najieip.com/mili/blog/20260820-copyright-judicial-interpretation.html,301,true,false
https://najieip.com/articles/20260821-beijing-shebao-2026.html,https://najieip.com/mili/blog/20260821-beijing-shebao-2026.html,301,true,false
https://najieip.com/articles/20260821-beijing-shebao-tax.html,https://najieip.com/mili/blog/20260821-beijing-shebao-tax.html,301,true,false
https://najieip.com/articles/20260821-pv-ip-compliance-checklist.html,https://najieip.com/aipunajie/blog/20260821-pv-ip-compliance-checklist.html,301,true,false
https://najieip.com/articles/20260822-us-tro-72hour-checklist.html,https://najieip.com/mili/blog/20260822-us-tro-72hour-checklist.html,301,true,false
https://najieip.com/articles/20260823-ai-manju-copyright-checklist.html,https://najieip.com/mili/blog/20260823-ai-manju-copyright-checklist.html,301,true,false
https://najieip.com/articles/20260824-judicial-ip-plan-enterprise-checklist.html,https://najieip.com/mili/blog/20260824-judicial-ip-plan-enterprise-checklist.html,301,true,false
https://najieip.com/articles/20260825-priority-review-countdown-checklist.html,https://najieip.com/najie/blog/20260825-priority-review-countdown-checklist.html,301,true,false
https://najieip.com/articles/20260826-trademark-criminal-abuse-checklist.html,https://najieip.com/mili/blog/20260826-trademark-criminal-abuse-checklist.html,301,true,false
https://najieip.com/articles/20260829-micromovie-regulation-ip-checklist.html,https://najieip.com/najie/blog/20260829-micromovie-regulation-ip-checklist.html,301,true,false
https://najieip.com/articles/20260829-patent-award-quota-tightening.html,https://najieip.com/najie/blog/20260829-patent-award-quota-tightening.html,301,true,false
https://najieip.com/articles/20260901-copyright-jp18-compliance-checklist.html,https://najieip.com/najie/blog/20260901-copyright-jp18-compliance-checklist.html,301,true,false
https://najieip.com/articles/20260902-ai-trade-secret-hidden-moat.html,https://najieip.com/mili/blog/20260902-ai-trade-secret-hidden-moat.html,301,true,false
https://najieip.com/articles/20260903-ip-data-five-intel-libraries.html,https://najieip.com/najie/blog/20260903-ip-data-five-intel-libraries.html,301,true,false
https://najieip.com/articles/20260904-patent-malicious-litigation-defense.html,https://najieip.com/mili/blog/20260904-patent-malicious-litigation-defense.html,301,true,false
https://najieip.com/articles/20260905-ai-training-data-compliance.html,https://najieip.com/mili/blog/20260905-ai-training-data-compliance.html,301,true,false
https://najieip.com/articles/20260907-ai-model-asset-three-track-decision.html,https://najieip.com/mili/blog/20260907-ai-model-asset-three-track-decision.html,301,true,false
https://najieip.com/articles/20260907-copyright-15plan-opportunities-v2-%E7%94%9F%E5%91%BD%E5%8A%9B%E6%B6%A6%E8%89%B2%E7%89%88.html,https://najieip.com/mili/blog/20260907-copyright-15plan-opportunities-v2-%E7%94%9F%E5%91%BD%E5%8A%9B%E6%B6%A6%E8%89%B2%E7%89%88.html,301,true,false
https://najieip.com/articles/20260908-ai-content-liability-24-rules.html,https://najieip.com/mili/blog/20260908-ai-content-liability-24-rules.html,301,true,false
https://najieip.com/articles/20260909-ai-image-copyright-four-cases.html,https://najieip.com/mili/blog/20260909-ai-image-copyright-four-cases.html,301,true,false
https://najieip.com/articles/20260910-unfair-competition-nine-red-lines.html,https://najieip.com/mili/blog/20260910-unfair-competition-nine-red-lines.html,301,true,false
https://najieip.com/articles/20260911-mili-insurance-consultation.html,https://najieip.com/mili/blog/20260911-mili-insurance-consultation.html,301,true,false
https://najieip.com/articles/20260911-trademark-boundary-four-gates.html,https://najieip.com/najie/blog/20260911-trademark-boundary-four-gates.html,301,true,false
https://najieip.com/articles/20260912-ai-digital-employee-deployment.html,https://najieip.com/najie/blog/20260912-ai-digital-employee-deployment.html,301,true,false
https://najieip.com/articles/20260912-trademark-certificate-not-shield.html,https://najieip.com/najie/blog/20260912-trademark-certificate-not-shield.html,301,true,false
https://najieip.com/articles/20260913-trademark-report-defense-rights.html,https://najieip.com/najie/blog/20260913-trademark-report-defense-rights.html,301,true,false
https://najieip.com/articles/20260915-crossborder-tro-counterattack.html,https://najieip.com/mili/blog/20260915-crossborder-tro-counterattack.html,301,true,false
https://najieip.com/articles/20260916-data-asset-four-step.html,https://najieip.com/najie/blog/20260916-data-asset-four-step.html,301,true,false
https://najieip.com/articles/20260916-inventor-remuneration-907.html,https://najieip.com/mili/blog/20260916-inventor-remuneration-907.html,301,true,false
https://najieip.com/articles/AI%E4%B8%93%E5%88%A9%E7%AE%97%E6%B3%95%E6%AD%A7%E8%A7%86%E7%BA%A2%E7%BA%BF-%E9%81%BF%E5%9D%91%E6%B8%85%E5%8D%95-20260819.html,https://najieip.com/najie/blog/AI%E4%B8%93%E5%88%A9%E7%AE%97%E6%B3%95%E6%AD%A7%E8%A7%86%E7%BA%A2%E7%BA%BF-%E9%81%BF%E5%9D%91%E6%B8%85%E5%8D%95-20260819.html,301,true,false
https://najieip.com/articles/ai-agent-liability-chain-20260809.html,https://najieip.com/mili/blog/ai-agent-liability-chain-20260809.html,301,true,false
https://najieip.com/articles/ai-ip-compliance-redline-20260726.html,https://najieip.com/najie/blog/ai-ip-compliance-redline.html,301,true,false
https://najieip.com/articles/ai-ip-pitfall-guide-20260726.html,https://najieip.com/najie/blog/ai-ip-pitfall-guide.html,301,true,false
https://najieip.com/articles/copyright-ip-assets-20260825.html,https://najieip.com/mili/blog/copyright-ip-assets-20260825.html,301,true,false
https://najieip.com/articles/copyright-law-feedback-guide-20260722.html,https://najieip.com/mili/blog/copyright-law-feedback-guide.html,301,true,false
https://najieip.com/articles/eco-accountability-20260825.html,https://najieip.com/mili/blog/eco-accountability-20260825.html,301,true,false
https://najieip.com/articles/gzh-design-skill-20260725.html,https://najieip.com/najie/blog/gzh-design-skill.html,301,true,false
https://najieip.com/articles/mili-changping-branch-20260731.html,https://najieip.com/mili/blog/mili-changping-branch-20260731.html,301,true,false
https://najieip.com/articles/overseas-ip-insurance-toolkit-20260828.html,https://najieip.com/najie/blog/overseas-ip-insurance-toolkit-20260828.html,301,true,false
https://najieip.com/articles/patent-award-high-value-cultivation-20260829.html,https://najieip.com/najie/blog/zhongguo-zhuanli-jiang-shenbao-2026.html,301,true,false
https://najieip.com/articles/trademark-compliance-selfcheck-20260810.html,https://najieip.com/najie/blog/trademark-compliance-selfcheck-20260810.html,301,true,false
https://najieip.com/articles/trademark-enforcement-3-gates-20260827.html,https://najieip.com/mili/blog/trademark-enforcement-3-gates-20260827.html,301,true,false
https://najieip.com/articles/trademark-law-countdown-20260808.html,https://najieip.com/najie/blog/trademark-law-countdown-20260808.html,301,true,false
https://najieip.com/articles/trademark-law-use-or-die-countdown-20260831.html,https://najieip.com/najie/blog/trademark-law-use-or-die-countdown-20260831.html,301,true,false
https://najieip.com/articles/tro-72h-self-rescue-guide-20260830.html,https://najieip.com/mili/blog/tro-72h-self-rescue-guide-20260830.html,301,true,false
https://najieip.com/articles/wipo-ai-ip-dialogue-20260725.html,https://najieip.com/najie/blog/wipo-ai-ip-dialogue.html,301,true,false
https://najieip.com/articles/wipo-free-databases-20260726.html,https://najieip.com/najie/blog/wipo-free-databases.html,301,true,false
https://najieip.com/articles/xiecheng-antitrust-20260725.html,https://najieip.com/mili/blog/xiecheng-antitrust.html,301,true,false
https://najieip.com/articles/%E5%8D%81%E4%BA%94%E4%BA%94IP%E8%A7%84%E5%88%92%E4%BC%81%E4%B8%9A%E5%BA%94%E5%AF%B9%E4%B8%89%E6%96%B9%E5%90%91-20260729.html,https://najieip.com/najie/blog/shierwu-ip-exports-455yi-2026.html,301,true,false
https://najieip.com/articles/%E5%8F%91%E5%AE%8C%E6%96%87%E7%AB%A0%E5%88%AB%E6%89%8B%E8%B4%B1-%E5%86%B7%E5%90%AF%E5%8A%A8%E6%9C%9F%E6%95%99%E8%AE%AD-20260812.html,https://najieip.com/najie/blog/%E5%8F%91%E5%AE%8C%E6%96%87%E7%AB%A0%E5%88%AB%E6%89%8B%E8%B4%B1-%E5%86%B7%E5%90%AF%E5%8A%A8%E6%9C%9F%E6%95%99%E8%AE%AD-20260812.html,301,true,false
https://najieip.com/articles/%E7%BB%93%E6%9E%84%E6%80%A7%E5%8D%A1%E4%BD%8D-AI%E6%97%B6%E4%BB%A3%E6%B3%95%E5%BE%8B%E4%BA%BA%E5%94%AF%E4%B8%80%E7%9A%84%E6%8A%A4%E5%9F%8E%E6%B2%B3-20260807.html,https://najieip.com/mili/blog/%E7%BB%93%E6%9E%84%E6%80%A7%E5%8D%A1%E4%BD%8D-AI%E6%97%B6%E4%BB%A3%E6%B3%95%E5%BE%8B%E4%BA%BA%E5%94%AF%E4%B8%80%E7%9A%84%E6%8A%A4%E5%9F%8E%E6%B2%B3-20260807.html,301,true,false
https://najieip.com/articles/%E8%A7%85%E7%90%86%E5%8A%A0%E7%9B%9F-%E5%88%9B%E5%A7%8B%E5%90%88%E4%BC%99%E4%BA%BA%E4%BA%B2%E8%BF%B0-20260719.html,https://najieip.com/mili/blog/mili-join-founding-partner.html,301,true,false
